Zone,Area,Crime_Type,Time,Date,Status
North-West Nagpur,Nara,Theft,15:30,2025-07-07,Pending
North-West Nagpur,Kalmeshwar,Theft,09:15,,Resolved
North-West Nagpur,Borgaon,Assault,02:30,2025-04-07,Pending
Central Nagpur,Mahal,Theft,01:00,2025-03-29,Resolved
South-West Nagpur,Pratap Nagar,Assault,15:45,2025-03-04,Pending
South-West Nagpur,Manish Nagar,Assault,21:45,2025-04-07,Resolved
North-East Nagpur,Vaishali Nagar,Harassment,10:45,2025-07-05,Pending
North-East Nagpur,Vaishali Nagar,Fraud,07:30,2025-03-22,Resolved
South-West Nagpur,Manish Nagar,Harassment,13:45,2025-01-10,Resolved
North-East Nagpur,Vaishali Nagar,Robbery,20:45,2025-02-08,Resolved
South-West Nagpur,Manish Nagar,Robbery,17:30,2025-02-08,Resolved
North-East Nagpur,Kharbi,Robbery,23:00,2025-05-04,Pending
North-West Nagpur,Lonara,Fraud,22:30,2025-03-19,Pending
North-East Nagpur,Binaki,Chain Snatching,09:00,2025-02-13,Resolved
Central Nagpur,Reshimbagh,Harassment,,2025-03-28,Pending
North-East Nagpur,Kamptee Road,Theft,14:45,2025-07-02,Pending
North-West Nagpur,Kalmeshwar,Assault,20:30,2025-04-05,Pending
North-West Nagpur,Lonara,Chain Snatching,07:15,2025-02-07,Resolved
North-East Nagpur,Binaki,Harassment,16:15,2025-03-13,Resolved
North-West Nagpur,Nara,Theft,15:15,2025-01-30,Pending
North-East Nagpur,Vaishali Nagar,Robbery,19:00,2025-04-25,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,06:00,2025-06-09,Pending
North-East Nagpur,Kharbi,Harassment,,2025-03-13,Resolved
Central Nagpur,Mahal,Assault,11:45,2025-03-19,Pending
Central Nagpur,Sitabuldi,Robbery,00:15,2025-03-10,Pending
North-West Nagpur,Lonara,Robbery,02:45,2025-05-18,Resolved
South-West Nagpur,Trimurti Nagar,Robbery,02:30,2025-03-07,Pending
South-West Nagpur,Pratap Nagar,Chain Snatching,23:15,2025-04-01,Pending
South-West Nagpur,Trimurti Nagar,Harassment,09:15,2025-02-10,Pending
North-East Nagpur,Vaishali Nagar,Robbery,14:00,2025-03-15,Pending
Central Nagpur,Mahal,Fraud,12:00,2025-01-17,Resolved
North-West Nagpur,Borgaon,Theft,10:15,2025-02-01,Pending
North-West Nagpur,Nara,Robbery,12:00,2025-06-04,Resolved
North-West Nagpur,Kalmeshwar,Harassment,20:15,2025-05-18,Resolved
Central Nagpur,Ganeshpeth,Theft,11:15,2025-04-18,Pending
South-West Nagpur,Pratap Nagar,Robbery,17:45,2025-02-09,Resolved
North-West Nagpur,Lonara,Harassment,01:15,2025-02-15,Resolved
North-East Nagpur,Vaishali Nagar,Assault,22:15,2025-01-22,Pending
North-West Nagpur,Borgaon,Robbery,17:15,2025-03-30,Pending
North-East Nagpur,Kamptee Road,Robbery,02:30,2025-02-04,Resolved
South-West Nagpur,Sneha Nagar,Theft,04:00,2025-05-24,Pending
North-East Nagpur,Vaishali Nagar,Harassment,01:30,2025-03-08,Pending
Central Nagpur,Sitabuldi,Theft,13:15,2025-05-29,Resolved
North-West Nagpur,Kalmeshwar,Robbery,20:30,2025-03-25,Resolved
South-West Nagpur,Sneha Nagar,Chain Snatching,00:15,2025-06-14,Resolved
North-East Nagpur,Kharbi,Robbery,19:15,2025-03-22,Pending
North-East Nagpur,Kamptee Road,Fraud,12:45,2025-01-28,Resolved
South-West Nagpur,Trimurti Nagar,Chain Snatching,19:00,2025-01-20,Pending
Central Nagpur,Reshimbagh,Theft,10:45,2025-05-08,Resolved
North-East Nagpur,Kharbi,Robbery,21:15,2025-03-13,Resolved
Central Nagpur,Mahal,Fraud,19:00,2025-01-25,Resolved
South-West Nagpur,Pratap Nagar,Chain Snatching,15:45,2025-05-06,Pending
North-East Nagpur,Vaishali Nagar,Chain Snatching,01:00,2025-02-06,Pending
Central Nagpur,Reshimbagh,Fraud,12:30,2025-04-01,Resolved
North-West Nagpur,Borgaon,Harassment,22:00,2025-01-11,Pending
North-West Nagpur,Lonara,Theft,04:00,2025-05-23,Resolved
North-East Nagpur,Kamptee Road,Theft,20:45,2025-06-26,Pending
South-West Nagpur,Manish Nagar,Harassment,01:00,2025-05-16,Pending
Central Nagpur,Reshimbagh,Assault,11:15,2025-01-14,Pending
North-West Nagpur,Nara,Chain Snatching,12:00,2025-02-04,Resolved
North-East Nagpur,Kharbi,Fraud,15:15,2025-01-14,Pending
North-East Nagpur,Binaki,Chain Snatching,03:45,2025-05-24,Pending
Central Nagpur,Ganeshpeth,Robbery,16:45,2025-06-19,Resolved
South-West Nagpur,Manish Nagar,Fraud,05:00,2025-03-03,Pending
North-West Nagpur,Kalmeshwar,Robbery,18:45,2025-03-30,Pending
North-West Nagpur,Borgaon,Robbery,13:45,2025-03-13,Pending
Central Nagpur,Mahal,Chain Snatching,08:15,2025-01-21,Pending
Central Nagpur,Reshimbagh,Fraud,10:30,2025-03-02,Pending
Central Nagpur,Sitabuldi,Harassment,23:30,,Resolved
North-West Nagpur,Kalmeshwar,Harassment,23:30,2025-03-06,Pending
Central Nagpur,Ganeshpeth,Assault,01:30,2025-01-17,Pending
North-East Nagpur,Vaishali Nagar,Chain Snatching,00:15,2025-01-31,Pending
South-West Nagpur,Trimurti Nagar,Assault,16:15,2025-05-27,Resolved
North-East Nagpur,Vaishali Nagar,Harassment,05:00,2025-05-20,Pending
North-West Nagpur,Borgaon,Fraud,13:45,2025-05-14,Pending
Central Nagpur,Ganeshpeth,Harassment,02:15,2025-04-02,Resolved
South-West Nagpur,Sneha Nagar,Assault,16:00,2025-06-05,Resolved
Central Nagpur,Reshimbagh,Theft,04:45,2025-07-07,Resolved
North-West Nagpur,Kalmeshwar,Assault,15:30,2025-04-13,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,07:30,2025-02-16,Pending
Central Nagpur,Reshimbagh,Chain Snatching,13:00,2025-03-13,Resolved
South-West Nagpur,Manish Nagar,,03:00,2025-01-13,Resolved
South-West Nagpur,Trimurti Nagar,Robbery,05:00,2025-06-25,Pending
Central Nagpur,Ganeshpeth,Harassment,08:45,2025-02-10,Pending
South-West Nagpur,Pratap Nagar,Assault,10:30,2025-03-23,Resolved
North-East Nagpur,Kamptee Road,Fraud,10:30,2025-04-30,Pending
Central Nagpur,Mahal,Harassment,05:30,2025-04-29,Resolved
Central Nagpur,Reshimbagh,Assault,11:15,,Pending
Central Nagpur,Reshimbagh,Assault,19:30,2025-07-07,Resolved
Central Nagpur,Ganeshpeth,Fraud,14:30,2025-01-14,Pending
North-East Nagpur,Vaishali Nagar,Robbery,20:45,2025-03-24,Pending
North-East Nagpur,Binaki,Chain Snatching,11:45,2025-06-22,Resolved
North-East Nagpur,Vaishali Nagar,Harassment,15:15,2025-04-23,Resolved
South-West Nagpur,Manish Nagar,Chain Snatching,19:45,2025-04-18,Pending
Central Nagpur,Ganeshpeth,Robbery,18:00,2025-04-01,Pending
Central Nagpur,Mahal,Fraud,00:00,2025-06-05,Resolved
South-West Nagpur,Trimurti Nagar,Theft,05:30,2025-05-21,Pending
South-West Nagpur,Sneha Nagar,Theft,,2025-01-24,Resolved
North-West Nagpur,Borgaon,Fraud,21:30,2025-04-07,Resolved
Central Nagpur,Ganeshpeth,Assault,20:30,2025-05-12,Pending
South-West Nagpur,Pratap Nagar,Robbery,12:45,2025-01-11,Pending
Central Nagpur,Sitabuldi,Assault,19:00,2025-04-18,Resolved
North-East Nagpur,Vaishali Nagar,Fraud,23:00,2025-06-03,Resolved
North-West Nagpur,Kalmeshwar,Assault,01:45,2025-05-19,Resolved
North-West Nagpur,Lonara,Chain Snatching,10:30,2025-01-12,Resolved
North-West Nagpur,Kalmeshwar,Fraud,09:00,2025-05-28,Resolved
North-East Nagpur,Kamptee Road,Fraud,21:15,2025-01-27,Pending
North-East Nagpur,Kharbi,Robbery,07:45,2025-04-05,Resolved
South-West Nagpur,Manish Nagar,,21:15,2025-02-13,Pending
North-West Nagpur,Lonara,Fraud,21:15,2025-03-02,Pending
North-West Nagpur,Lonara,Assault,05:15,2025-07-06,Resolved
Central Nagpur,Ganeshpeth,Robbery,19:15,2025-06-10,Pending
Central Nagpur,Ganeshpeth,Theft,01:00,2025-06-24,Pending
Central Nagpur,Mahal,Fraud,20:45,2025-01-15,Pending
Central Nagpur,Mahal,Theft,10:00,2025-06-14,Resolved
South-West Nagpur,Pratap Nagar,Robbery,22:45,2025-03-31,Resolved
North-West Nagpur,Kalmeshwar,Theft,,2025-06-15,Resolved
Central Nagpur,Ganeshpeth,Robbery,20:30,2025-05-19,Resolved
South-West Nagpur,Pratap Nagar,Robbery,14:30,2025-04-09,Pending
North-East Nagpur,Kamptee Road,Fraud,09:15,2025-06-25,Pending
North-East Nagpur,Vaishali Nagar,Fraud,11:30,2025-06-12,Resolved
North-West Nagpur,Lonara,Assault,03:15,2025-01-08,Resolved
North-West Nagpur,Nara,Harassment,07:30,2025-06-01,Resolved
North-West Nagpur,Borgaon,Robbery,03:15,2025-03-26,Resolved
South-West Nagpur,Sneha Nagar,Chain Snatching,14:45,2025-01-07,Resolved
North-East Nagpur,Kamptee Road,Theft,08:15,2025-05-02,Resolved
North-West Nagpur,Lonara,Chain Snatching,06:00,2025-04-07,Resolved
North-East Nagpur,Vaishali Nagar,Robbery,01:30,2025-02-28,Resolved
North-West Nagpur,Nara,Theft,09:45,2025-03-11,Resolved
North-West Nagpur,Lonara,Fraud,23:00,2025-07-06,Resolved
South-West Nagpur,Manish Nagar,Assault,12:00,2025-03-09,Pending
North-West Nagpur,Nara,Harassment,18:30,2025-02-20,Pending
North-East Nagpur,Kamptee Road,Theft,03:00,2025-04-28,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,23:30,2025-05-11,Pending
South-West Nagpur,Manish Nagar,Theft,10:00,2025-07-04,Resolved
North-West Nagpur,Lonara,Chain Snatching,21:30,2025-01-14,Pending
South-West Nagpur,Sneha Nagar,Theft,21:45,2025-06-30,Resolved
North-West Nagpur,Borgaon,,13:45,2025-01-08,Pending
North-East Nagpur,Kharbi,Robbery,07:00,2025-07-07,Pending
South-West Nagpur,Sneha Nagar,Assault,00:45,2025-04-04,Pending
North-East Nagpur,Kamptee Road,Theft,20:45,2025-07-03,Pending
North-West Nagpur,Nara,Fraud,22:00,2025-06-20,Pending
North-West Nagpur,Kalmeshwar,Robbery,12:30,2025-07-01,Resolved
North-East Nagpur,Kamptee Road,Fraud,01:15,2025-06-15,Resolved
North-West Nagpur,Lonara,Assault,05:15,2025-02-17,Pending
South-West Nagpur,Trimurti Nagar,Assault,11:30,2025-05-24,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,10:00,2025-05-12,Resolved
North-East Nagpur,Kamptee Road,Robbery,04:00,2025-04-08,Pending
Central Nagpur,Sitabuldi,Theft,01:15,2025-04-27,Resolved
Central Nagpur,Sitabuldi,Fraud,08:45,2025-05-31,Pending
North-West Nagpur,Kalmeshwar,Harassment,09:45,2025-01-10,Resolved
Central Nagpur,Ganeshpeth,Fraud,23:45,2025-04-06,Pending
North-West Nagpur,Borgaon,Harassment,04:00,,Pending
South-West Nagpur,Pratap Nagar,Assault,23:15,2025-03-22,Pending
South-West Nagpur,Sneha Nagar,Robbery,10:00,2025-03-03,Pending
North-West Nagpur,Nara,Harassment,11:00,2025-05-23,Resolved
North-West Nagpur,Borgaon,Assault,10:45,2025-02-02,Pending
North-West Nagpur,Lonara,Harassment,07:30,2025-07-05,Resolved
South-West Nagpur,Manish Nagar,Theft,14:15,2025-01-28,Pending
North-East Nagpur,Kamptee Road,Assault,05:30,2025-05-18,Resolved
Central Nagpur,Ganeshpeth,Assault,12:00,2025-01-14,Resolved
South-West Nagpur,Sneha Nagar,Theft,16:00,2025-02-07,Resolved
North-East Nagpur,Kharbi,Fraud,15:30,2025-03-12,Resolved
South-West Nagpur,Pratap Nagar,Chain Snatching,18:15,2025-04-12,Pending
Central Nagpur,Sitabuldi,Chain Snatching,23:45,2025-06-07,Resolved
Central Nagpur,Ganeshpeth,Fraud,05:30,2025-04-06,Pending
North-East Nagpur,Vaishali Nagar,Assault,10:45,2025-05-03,Pending
North-East Nagpur,Binaki,Assault,,2025-01-17,Pending
South-West Nagpur,Pratap Nagar,Fraud,05:30,2025-05-11,Pending
North-West Nagpur,Borgaon,Theft,05:30,2025-03-22,Resolved
South-West Nagpur,Manish Nagar,Harassment,14:30,2025-02-10,Pending
Central Nagpur,Mahal,Assault,01:00,2025-06-05,Pending
South-West Nagpur,Trimurti Nagar,Chain Snatching,07:00,2025-05-01,Resolved
South-West Nagpur,Trimurti Nagar,Harassment,20:15,2025-04-03,Resolved
North-East Nagpur,Vaishali Nagar,Assault,05:15,2025-05-18,Resolved
South-West Nagpur,Manish Nagar,Harassment,12:00,2025-07-01,Resolved
Central Nagpur,Mahal,Theft,04:30,2025-07-01,Resolved
Central Nagpur,Ganeshpeth,Assault,09:00,2025-02-25,Pending
South-West Nagpur,Manish Nagar,Fraud,06:30,2025-07-03,Resolved
North-East Nagpur,Kamptee Road,Robbery,08:00,2025-05-20,Pending
Central Nagpur,Sitabuldi,Assault,23:30,2025-05-12,Pending
South-West Nagpur,Trimurti Nagar,Theft,09:30,2025-05-02,Resolved
South-West Nagpur,Trimurti Nagar,Chain Snatching,23:15,2025-02-23,Pending
Central Nagpur,Sitabuldi,Chain Snatching,,2025-04-16,Pending
North-West Nagpur,Borgaon,Theft,18:00,2025-04-23,Pending
North-East Nagpur,Binaki,Assault,01:15,,Pending
South-West Nagpur,Manish Nagar,Theft,12:30,2025-06-11,Pending
South-West Nagpur,Manish Nagar,Theft,01:15,2025-05-10,Resolved
Central Nagpur,Reshimbagh,Robbery,22:00,2025-03-11,Pending
Central Nagpur,Reshimbagh,Robbery,05:15,2025-03-05,Pending
North-East Nagpur,Kamptee Road,Assault,06:45,2025-05-25,Resolved
Central Nagpur,Reshimbagh,Assault,09:45,2025-03-01,Pending
North-West Nagpur,Nara,Robbery,22:45,2025-03-17,Resolved
North-East Nagpur,Kamptee Road,Robbery,19:45,2025-03-11,Resolved
South-West Nagpur,Trimurti Nagar,Theft,19:15,2025-01-07,Resolved
North-West Nagpur,Nara,Fraud,00:30,2025-03-31,Pending
Central Nagpur,Reshimbagh,Chain Snatching,04:00,2025-03-29,Pending
Central Nagpur,Mahal,Assault,09:15,2025-06-14,Resolved
South-West Nagpur,Manish Nagar,,16:30,2025-06-10,Pending
South-West Nagpur,Trimurti Nagar,Theft,16:30,2025-01-30,Pending
North-East Nagpur,Kharbi,Chain Snatching,19:00,2025-04-30,Pending
Central Nagpur,Ganeshpeth,Robbery,15:30,2025-06-08,Pending
Central Nagpur,Ganeshpeth,Theft,18:15,2025-06-26,Pending
Central Nagpur,Sitabuldi,Theft,,2025-02-01,Pending
Central Nagpur,Reshimbagh,Fraud,01:45,2025-04-24,Pending
South-West Nagpur,Trimurti Nagar,,23:15,2025-07-03,Resolved
Central Nagpur,Ganeshpeth,Fraud,15:00,2025-03-31,Resolved
Central Nagpur,Reshimbagh,Assault,19:45,2025-06-28,Resolved
North-East Nagpur,Kharbi,Chain Snatching,12:45,2025-07-03,Pending
South-West Nagpur,Trimurti Nagar,Harassment,08:45,2025-01-26,Pending
South-West Nagpur,Sneha Nagar,Fraud,20:15,2025-02-23,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,22:00,2025-04-24,Resolved
North-East Nagpur,Vaishali Nagar,Assault,11:15,2025-01-20,Resolved
North-West Nagpur,Lonara,Assault,07:15,2025-06-25,Pending
South-West Nagpur,Sneha Nagar,Robbery,02:30,2025-04-28,Pending
North-West Nagpur,Nara,Harassment,07:45,2025-02-19,Pending
North-East Nagpur,Kharbi,Theft,21:15,2025-04-15,Resolved
North-West Nagpur,Lonara,Robbery,18:30,2025-06-12,Resolved
North-East Nagpur,Kamptee Road,Theft,16:45,2025-04-21,Resolved
North-West Nagpur,Borgaon,Theft,17:45,2025-05-23,Resolved
South-West Nagpur,Sneha Nagar,Robbery,17:30,2025-01-16,Pending
North-West Nagpur,Kalmeshwar,Harassment,22:00,2025-05-30,Resolved
North-East Nagpur,Kharbi,Chain Snatching,05:15,2025-02-12,Pending
North-West Nagpur,Nara,Harassment,06:30,2025-03-21,Resolved
North-East Nagpur,Binaki,Fraud,23:15,2025-02-20,Resolved
South-West Nagpur,Pratap Nagar,Robbery,06:30,2025-03-24,Resolved
North-West Nagpur,Nara,Assault,12:45,2025-03-15,Pending
South-West Nagpur,Sneha Nagar,Fraud,03:30,2025-05-30,Resolved
South-West Nagpur,Sneha Nagar,Assault,14:30,2025-03-31,Pending
North-East Nagpur,Kamptee Road,Fraud,09:45,2025-02-27,Resolved
Central Nagpur,Mahal,Fraud,19:15,2025-05-14,Pending
North-West Nagpur,Lonara,Chain Snatching,11:15,2025-04-01,Pending
North-West Nagpur,Nara,Fraud,07:45,2025-02-06,Resolved
North-West Nagpur,Nara,Theft,04:15,2025-06-26,Resolved
North-West Nagpur,Nara,Assault,08:15,2025-03-22,Resolved
South-West Nagpur,Sneha Nagar,Robbery,08:30,2025-04-01,Pending
North-West Nagpur,Nara,Theft,23:15,2025-01-17,Resolved
North-East Nagpur,Binaki,Harassment,,2025-04-09,Resolved
North-East Nagpur,Kharbi,Fraud,22:45,2025-03-31,Resolved
Central Nagpur,Ganeshpeth,Harassment,11:00,2025-02-15,Pending
South-West Nagpur,Pratap Nagar,Chain Snatching,00:00,2025-04-05,Pending
South-West Nagpur,Sneha Nagar,Chain Snatching,11:00,2025-05-23,Resolved
North-West Nagpur,Kalmeshwar,Theft,22:45,2025-01-17,Resolved
Central Nagpur,Sitabuldi,Assault,16:30,2025-04-15,Resolved
South-West Nagpur,Pratap Nagar,Chain Snatching,12:30,2025-06-21,Resolved
North-East Nagpur,Binaki,Assault,01:15,2025-04-04,Pending
North-East Nagpur,Kharbi,Robbery,17:00,2025-05-03,Pending
North-West Nagpur,Nara,Fraud,07:30,2025-04-16,Resolved
South-West Nagpur,Pratap Nagar,Harassment,05:45,2025-04-26,Resolved
North-East Nagpur,Vaishali Nagar,Robbery,06:15,2025-03-01,Resolved
Central Nagpur,Sitabuldi,Chain Snatching,06:30,2025-01-18,Resolved
Central Nagpur,Ganeshpeth,Assault,12:45,2025-02-04,Pending
South-West Nagpur,Pratap Nagar,Harassment,12:45,2025-03-09,Pending
South-West Nagpur,Manish Nagar,Theft,14:30,2025-02-23,Pending
North-East Nagpur,Kamptee Road,Fraud,22:15,2025-01-28,Resolved
North-West Nagpur,Lonara,Harassment,10:45,2025-04-17,Resolved
North-East Nagpur,Vaishali Nagar,Theft,14:15,2025-02-26,Resolved
North-East Nagpur,Kharbi,Robbery,10:15,2025-01-11,Resolved
South-West Nagpur,Pratap Nagar,Robbery,05:00,2025-01-27,Pending
Central Nagpur,Mahal,Assault,10:15,2025-02-08,Pending
North-West Nagpur,Lonara,Harassment,15:15,2025-01-20,Resolved
North-East Nagpur,Binaki,Robbery,13:30,2025-03-26,Resolved
North-West Nagpur,Lonara,Harassment,17:30,2025-01-07,Resolved
North-West Nagpur,Lonara,Robbery,12:15,2025-01-09,Resolved
North-East Nagpur,Kharbi,Assault,05:15,2025-07-07,Resolved
South-West Nagpur,Pratap Nagar,Harassment,19:45,2025-02-07,Pending
North-West Nagpur,Borgaon,Theft,15:45,2025-02-12,Resolved
North-West Nagpur,Nara,Robbery,23:15,2025-03-12,Resolved
South-West Nagpur,Trimurti Nagar,Theft,12:15,2025-07-06,Resolved
Central Nagpur,Mahal,Fraud,00:45,2025-05-27,Resolved
North-West Nagpur,Borgaon,Assault,08:45,2025-01-14,Resolved
North-East Nagpur,Kamptee Road,Chain Snatching,13:45,2025-06-18,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,03:30,2025-07-03,Resolved
North-West Nagpur,Kalmeshwar,Fraud,11:15,2025-02-04,Pending
Central Nagpur,Mahal,Robbery,11:30,2025-05-13,Pending
North-West Nagpur,Kalmeshwar,Robbery,23:15,2025-04-16,Pending
Central Nagpur,Reshimbagh,Theft,,2025-02-20,Resolved
Central Nagpur,Mahal,Robbery,04:45,2025-05-14,Resolved
North-East Nagpur,Binaki,Robbery,18:15,2025-02-06,Pending
Central Nagpur,Mahal,Robbery,02:30,2025-02-02,Resolved
South-West Nagpur,Trimurti Nagar,Fraud,00:30,2025-07-03,Resolved
South-West Nagpur,Manish Nagar,Robbery,14:15,2025-04-12,Pending
South-West Nagpur,Pratap Nagar,Chain Snatching,03:45,2025-04-28,Resolved
Central Nagpur,Sitabuldi,Assault,23:45,2025-05-03,Resolved
North-East Nagpur,Kharbi,Fraud,20:00,2025-01-06,Pending
South-West Nagpur,Manish Nagar,Harassment,23:15,2025-01-06,Pending
North-West Nagpur,Lonara,Chain Snatching,05:30,2025-04-12,Pending
Central Nagpur,Ganeshpeth,Harassment,13:00,2025-05-12,Resolved
North-West Nagpur,Nara,Harassment,16:45,2025-02-13,Resolved
North-West Nagpur,Kalmeshwar,Assault,17:15,2025-06-16,Resolved
North-West Nagpur,Nara,Harassment,17:15,2025-06-19,Pending
South-West Nagpur,Sneha Nagar,Chain Snatching,,2025-05-11,Pending
Central Nagpur,Mahal,Assault,22:45,2025-05-09,Pending
North-West Nagpur,Kalmeshwar,Robbery,20:15,2025-05-17,Resolved
South-West Nagpur,Manish Nagar,Fraud,,2025-06-12,Resolved
North-West Nagpur,Kalmeshwar,Robbery,,2025-05-21,Pending
North-West Nagpur,Kalmeshwar,Robbery,14:15,2025-05-27,Pending
South-West Nagpur,Manish Nagar,Fraud,01:00,2025-02-01,Resolved
North-East Nagpur,Kharbi,Theft,16:00,2025-02-18,Pending
North-West Nagpur,Nara,Theft,09:15,2025-04-17,Resolved
North-West Nagpur,Kalmeshwar,Harassment,22:15,2025-05-27,Pending
South-West Nagpur,Pratap Nagar,Assault,21:15,2025-02-08,Resolved
Central Nagpur,Sitabuldi,Assault,22:00,2025-03-01,Pending
Central Nagpur,Sitabuldi,Assault,15:15,2025-06-20,Resolved
Central Nagpur,Ganeshpeth,Assault,18:45,2025-03-14,Resolved
South-West Nagpur,Sneha Nagar,Robbery,20:00,2025-05-01,Pending
North-East Nagpur,Kharbi,Fraud,06:15,2025-01-22,Pending
North-West Nagpur,Lonara,Robbery,13:30,2025-05-20,Resolved
South-West Nagpur,Sneha Nagar,Chain Snatching,01:45,2025-05-04,Resolved
North-East Nagpur,Kamptee Road,Fraud,00:45,2025-06-30,Pending
North-East Nagpur,Binaki,Chain Snatching,08:30,2025-02-19,Pending
South-West Nagpur,Trimurti Nagar,Harassment,00:15,2025-03-23,Pending
North-East Nagpur,Kharbi,Chain Snatching,11:00,2025-01-09,Resolved
South-West Nagpur,Sneha Nagar,Assault,13:45,2025-04-02,Resolved
Central Nagpur,Ganeshpeth,Theft,09:45,2025-05-02,Resolved
Central Nagpur,Sitabuldi,Assault,14:30,2025-05-28,Pending
North-East Nagpur,Kharbi,Theft,00:30,2025-01-15,Pending
North-East Nagpur,Vaishali Nagar,Fraud,19:00,2025-01-09,Resolved
North-East Nagpur,Vaishali Nagar,Assault,10:15,2025-06-08,Pending
North-East Nagpur,Kharbi,Robbery,08:30,,Resolved
North-West Nagpur,Nara,Robbery,16:30,2025-01-26,Pending
South-West Nagpur,Trimurti Nagar,Harassment,01:00,2025-04-26,Resolved
North-East Nagpur,Kharbi,Harassment,11:00,2025-01-16,Pending
North-West Nagpur,Lonara,Robbery,12:15,2025-06-19,Pending
Central Nagpur,Ganeshpeth,Chain Snatching,05:15,2025-04-26,Resolved
South-West Nagpur,Trimurti Nagar,Assault,07:15,2025-02-13,Pending
North-West Nagpur,Borgaon,,19:45,2025-02-20,Resolved
Central Nagpur,Mahal,Chain Snatching,15:00,2025-02-18,Resolved
North-West Nagpur,Nara,Fraud,06:15,2025-06-17,Pending
North-East Nagpur,Kharbi,Theft,23:15,2025-05-25,Resolved
North-West Nagpur,Borgaon,Fraud,09:30,2025-06-08,Pending
Central Nagpur,Reshimbagh,Robbery,05:00,2025-06-15,Resolved
North-West Nagpur,Lonara,Chain Snatching,13:00,2025-06-01,Resolved
North-West Nagpur,Lonara,Robbery,21:15,2025-02-03,Pending
Central Nagpur,Mahal,Harassment,15:45,2025-04-01,Pending
North-East Nagpur,Vaishali Nagar,Fraud,11:15,2025-04-08,Resolved
South-West Nagpur,Trimurti Nagar,Harassment,19:15,2025-04-23,Pending
Central Nagpur,Reshimbagh,Assault,15:30,2025-06-04,Pending
North-East Nagpur,Kharbi,Assault,16:30,2025-01-30,Pending
North-West Nagpur,Kalmeshwar,Theft,05:00,2025-05-13,Resolved
Central Nagpur,Sitabuldi,Harassment,10:30,2025-02-03,Pending
South-West Nagpur,Sneha Nagar,Theft,03:30,2025-06-18,Resolved
North-West Nagpur,Nara,Chain Snatching,14:15,2025-04-10,Pending
North-West Nagpur,Lonara,Fraud,17:00,,Pending
South-West Nagpur,Sneha Nagar,Robbery,06:30,2025-05-31,Pending
Central Nagpur,Mahal,Assault,18:15,2025-03-01,Pending
North-West Nagpur,Kalmeshwar,,08:30,2025-05-14,Pending
North-East Nagpur,Binaki,Harassment,08:00,2025-01-27,Pending
Central Nagpur,Reshimbagh,Theft,07:30,2025-02-23,Pending
South-West Nagpur,Trimurti Nagar,Theft,10:00,2025-05-30,Resolved
